"species","Biomass.sim","Yield.sim","target","F","Biochange","Yieldchange","Functional.group"
"SYC",31748.3106,5971.214682,"middle",-0.1,-0.00674794291855918,-0.112140649108159,"middle trophic"
"WC",3346.466302,279.80922034,"middle",-0.1,-0.320433884052369,-0.416837767927414,"middle trophic"
"SC",4014.897358,908.2547934,"middle",-0.1,0.0791702752014872,0.096682151179875,"high trophic"
"CM",3063.3312714,612.6620275,"middle",-0.1,0.173969124231574,0.147961419493504,"high trophic"
"LH",7090.324378,1289.61197,"middle",-0.1,-0.176552955911256,-0.156504821834347,"high trophic"
"JSM",4286.978993,1649.60032612,"middle",-0.1,-0.0140882713546459,-0.00905628929722604,"high trophic"
"SAP",22288.69802,1656.8904432,"middle",-0.2,-0.0644464459287057,-0.0712042805632853,"low trophic"
"JFS",9906.295358,585.10428312,"middle",-0.2,0.135217288950738,0.183905697380689,"low trophic"
"JA",10380.227584,807.5092354,"middle",-0.2,0.0325843811867876,0.0295243903336953,"low trophic"
"SP",45997.72042,4940.284394,"middle",-0.2,0.0542244414206617,0.0134140345226525,"low trophic"
"PCM",3776.25114,500.42931956,"middle",-0.2,-0.0513039316358703,-0.0582686806811247,"low trophic"
"BS",1303.2225558,152.18963228,"middle",-0.2,0.255527035077523,-0.0425051538887364,"middle trophic"
"SYC",37730.00862,6195.084116,"middle",-0.2,0.180390640235058,-0.0788535239684559,"middle trophic"
"WC",4930.986562,379.19125972,"middle",-0.2,0.001334268247565,-0.209711455783934,"middle trophic"
"SC",3120.7614634,690.7464046,"middle",-0.2,-0.161165851329947,-0.16595072393648,"high trophic"
"CM",3612.9719238,726.49611464,"middle",-0.2,0.38460946906284,0.361255428905539,"high trophic"
"LH",9634.165488,1747.7716178,"middle",-0.2,0.118880416525196,0.143163188962244,"high trophic"
"JSM",4665.433018,1867.8938704,"middle",-0.2,0.0729479055451698,0.122076453201727,"high trophic"
"SAP",24055.43502,1711.1987892,"middle",-0.3,0.00971118669640787,-0.0407608921657584,"low trophic"
"JFS",7933.944118,455.93576924,"middle",-0.3,-0.0908053710462953,-0.0774551299393278,"low trophic"
"JA",12358.05951,1009.3612132,"middle",-0.3,0.229331354109436,0.286873192393224,"low trophic"
"SP",49100.5491,5310.963522,"middle",-0.3,0.125338353199967,0.0894524567390028,"low trophic"
"PCM",4149.188856,533.0862956,"middle",-0.3,0.0423880744826365,0.00318674554800683,"low trophic"
"BS",1421.5645568,153.23155238,"middle",-0.3,0.369537939032038,-0.0359499561997488,"middle trophic"
"SYC",38703.57244,5597.057218,"middle",-0.3,0.210848773239309,-0.167774087329661,"middle trophic"
"WC",5710.410992,385.20553992,"middle",-0.3,0.159611801851666,-0.197176840014374,"middle trophic"
"SC",3815.59901,812.4872772,"middle",-0.3,0.0256005736922308,-0.0189533802178826,"high trophic"
"CM",2799.3488354,553.4299238,"middle",-0.3,0.0728023871904948,0.0369766239766337,"high trophic"
"LH",6885.259166,1257.8474418,"middle",-0.3,-0.200368557802585,-0.177281014205923,"high trophic"
"JSM",4178.559534,1646.5681308,"middle",-0.3,-0.0390223837951367,-0.0108777819548104,"high trophic"
"SAP",24929.64362,1851.6890706,"middle",-0.4,0.0464055221840977,0.0379931211260116,"low trophic"
"JFS",8671.0591744,482.546224176,"middle",-0.4,-0.00633527140451383,-0.0236112765998348,"low trophic"
"JA",0,0,"middle",-0.4,-1,-1,"low trophic"
"SP",41807.68464,4661.199616,"middle",-0.4,-0.0418072333964767,-0.0438353884438341,"low trophic"
"PCM",4348.014204,584.37345998,"middle",-0.4,0.0923383608766527,0.0997013322995742,"low trophic"
"BS",1228.1353382,113.67602226,"middle",-0.4,0.183187869931876,-0.284811955914798,"middle trophic"
"SYC",36953.50186,4531.4758048,"middle",-0.4,0.156097475586869,-0.326215287693484,"middle trophic"
"WC",5745.529772,324.36310252,"middle",-0.4,0.166743364152818,-0.323981137441768,"middle trophic"
"SC",3251.5379868,719.8210542,"middle",-0.4,-0.126014233701103,-0.130844221334091,"high trophic"
"CM",3054.8646054,592.93328388,"middle",-0.4,0.170724419826934,0.110995138715088,"high trophic"
"LH",10432.54541,1908.230032,"middle",-0.4,0.211601645030703,0.248114059318858,"high trophic"
"JSM",2903.9986352,1019.83666428,"middle",-0.4,-0.332143609966651,-0.387366313881993,"high trophic"
"SAP",24484.60786,1869.9591286,"middle",-0.5,0.0277254365827218,0.048234686423164,"low trophic"
"JFS",6964.5262706,389.32470768,"middle",-0.5,-0.201896335005608,-0.212236599780809,"low trophic"
"JA",7790.2712199,605.4753442408,"middle",-0.5,-0.225054333175044,-0.228056340020908,"low trophic"
"SP",42391.57516,4631.962494,"middle",-0.5,-0.0284250124586283,-0.0498328791550643,"low trophic"
"PCM",4462.948802,584.9743577,"middle",-0.5,0.121213029747752,0.100832129757902,"low trophic"
"BS",1503.0107018,121.94812305,"middle",-0.5,0.44800330666648,-0.232768372168136,"middle trophic"
"SYC",50139.43814,5165.365318,"middle",-0.5,0.568622050505662,-0.231962315442553,"middle trophic"
"WC",4115.722454,209.53027486,"middle",-0.5,-0.164221220243074,-0.563309091009706,"middle trophic"
"SC",4029.5576678,902.7810837,"middle",-0.5,0.0831108418338771,0.0900728607336791,"high trophic"
"CM",3564.9452706,728.21924986,"middle",-0.5,0.36620407865555,0.364484113995101,"high trophic"
"LH",7417.68487,1397.4827098,"middle",-0.5,-0.138534380861961,-0.0859499177212429,"high trophic"
"JSM",3969.1454328,1450.3564116,"middle",-0.5,-0.0871830626447252,-0.128745586676179,"high trophic"
"SAP",24038.21214,1787.2271036,"middle",-0.6,0.00898826754783822,0.00185796248484143,"low trophic"
"JFS",6619.97051452,374.82397225,"middle",-0.6,-0.241380888733722,-0.241577528888768,"low trophic"
"JA",9763.06103706,791.799822016,"middle",-0.6,-0.0288089294900919,0.00949585873597167,"low trophic"
"SP",45380.3316,5091.490256,"middle",-0.6,0.0400744709881952,0.0444313060868157,"low trophic"
"PCM",4633.972034,605.8388984,"middle",-0.6,0.164178675246988,0.140095999144431,"low trophic"
"BS",1624.143318,103.8542807,"middle",-0.6,0.564702694496987,-0.346605041177234,"middle trophic"
"SYC",44448.0214,3653.905175,"middle",-0.6,0.390564973518619,-0.456701182311328,"middle trophic"
"WC",4581.155378,179.540331984,"middle",-0.6,-0.0697058670755251,-0.625812399535588,"middle trophic"
"SC",3974.8870148,913.02727228,"middle",-0.6,0.0684158351169818,0.102444732828342,"high trophic"
"CM",3065.5686824,604.23069002,"middle",-0.6,0.174826573589643,0.132163394306167,"high trophic"
"LH",6340.8067,1179.085786,"middle",-0.6,-0.263599483480063,-0.228796569611045,"high trophic"
"JSM",5139.715401,1888.4654316,"middle",-0.6,0.182022516093318,0.134434149103998,"high trophic"
"SAP",22819.35912,1706.4240246,"middle",-0.7,-0.0421722925588274,-0.0434374607584488,"low trophic"
"JFS",6927.1734054,396.53933864,"middle",-0.7,-0.206176806850479,-0.197638445324484,"low trophic"
"JA",11169.337316,891.86411312,"middle",-0.7,0.111081926419963,0.137071648308197,"low trophic"
"SP",40910.80786,4540.491622,"middle",-0.7,-0.0623628047114314,-0.0685965490254481,"low trophic"
"PCM",3567.099178,473.19721868,"middle",-0.7,-0.103848541801825,-0.109515322888451,"low trophic"
"BS",2029.5703392,104.08490086,"middle",-0.7,0.955291841072245,-0.345154103874205,"middle trophic"
"SYC",41547.17362,2590.4709092,"middle",-0.7,0.299811387884834,-0.614823123529674,"middle trophic"
"WC",4400.9440608,128.81648124,"middle",-0.7,-0.106301336393779,-0.731528122495841,"middle trophic"
"SC",3934.0650988,907.4563024,"middle",-0.7,0.0574432511638225,0.0957180045175715,"high trophic"
"CM",2955.161416,554.83308269,"middle",-0.7,0.132514884006958,0.0396057607581512,"high trophic"
"LH",6631.455254,1205.3137921,"middle",-0.7,-0.229844512635206,-0.211641644569329,"high trophic"
"JSM",4570.22114,1673.6862028,"middle",-0.7,0.0510512488599313,0.0054125172584489,"high trophic"
"SAP",26464.4084,2007.7706336,"middle",-0.8,0.110826272256804,0.125487069921691,"low trophic"
"JFS",9194.6640318,518.26366372,"middle",-0.8,0.0536675111916101,0.048659737972997,"low trophic"
"JA",10334.97822,824.89815552,"middle",-0.8,0.0280831516957257,0.0516941892663806,"low trophic"
"SP",50440.83236,5584.098754,"middle",-0.8,0.156056383533152,0.145481433080441,"low trophic"
"PCM",4263.668862,582.6978573,"middle",-0.8,0.0711485375906335,0.0965481047391306,"low trophic"
"BS",1585.7834306,55.16897101,"middle",-0.8,0.527746707602128,-0.652906675599619,"middle trophic"
"SYC",46892.42944,1935.48537,"middle",-0.8,0.467038753325864,-0.712212861907473,"middle trophic"
"WC",5109.788164,102.05179804,"middle",-0.8,0.0376434670354732,-0.787309530902118,"middle trophic"
"SC",3671.6611414,836.46750892,"middle",-0.8,-0.0130887016287094,0.0100018119810309,"high trophic"
"CM",2752.360636,557.87853984,"middle",-0.8,0.0547949663758252,0.0453121162298402,"high trophic"
"LH",7828.518772,1401.37907032,"middle",-0.8,-0.0908214774491035,-0.0834014291933217,"high trophic"
"JSM",4195.0646126,1546.3877718,"middle",-0.8,-0.0352265754647193,-0.0710578723167558,"high trophic"
"SAP",24092.88514,1819.494373,"middle",-0.9,0.0112831310439402,0.0199458824312864,"low trophic"
"JFS",8738.979628,477.486238116,"middle",-0.9,0.00144810981052627,-0.0338497016087187,"low trophic"
"JA",10246.793029,803.73761976,"middle",-0.9,0.0193108343123447,0.0247158133885406,"low trophic"
"SP",41902.2306,4578.635956,"middle",-0.9,-0.0396403290160099,-0.0607718975822909,"low trophic"
"PCM",3554.83332,474.4177908,"middle",-0.9,-0.106930055935367,-0.107218393136409,"low trophic"
"BS",1347.6172408,23.363827998,"middle",-0.9,0.29829695720877,-0.853007431857401,"middle trophic"
"SYC",43962.58016,906.9061048,"middle",-0.9,0.375377850137567,-0.865152216356441,"middle trophic"
"WC",4857.660998,47.57885314,"middle",-0.9,-0.0135559365924984,-0.900838899580002,"middle trophic"
"SC",4153.568334,883.5901376,"middle",-0.9,0.116443854570631,0.066900543664656,"high trophic"
"CM",2470.340965,499.29318706,"middle",-0.9,-0.0532842313495438,-0.0644608445872173,"high trophic"
"LH",5938.94339,1116.27694846,"middle",-0.9,-0.310270571727306,-0.269877881543331,"high trophic"
"JSM",4627.106112,1733.7774704,"middle",-0.9,0.064133552545123,0.0415103906363217,"high trophic"
"SAP",25543.67504,1905.2396894,"high",0.9,0.0721790903295755,0.0680117537512127,"low trophic"
"JFS",8156.1418764,483.09101152,"high",0.9,-0.0653424984197412,-0.0225089485892053,"low trophic"
"JA",10450.57467,863.385111,"high",0.9,0.0395822337557976,0.100762679927939,"low trophic"
"SP",41409.62336,4555.934276,"high",0.9,-0.0509304231269123,-0.0654287552213336,"low trophic"
"PCM",3860.608446,516.33426868,"high",0.9,-0.0301111026705834,-0.0283380028950055,"low trophic"
"BS",1226.096053,187.3551527,"high",0.9,0.181223218775833,0.178737279373882,"middle trophic"
"SYC",36535.92068,7584.482598,"high",0.9,0.143033367349454,0.127736005977141,"middle trophic"
"WC",5290.090506,514.7236758,"high",0.9,0.0742574207382114,0.0727573856050806,"middle trophic"
"SC",2805.5895018,1058.07556388,"high",0.9,-0.245881395018241,0.277584873692754,"high trophic"
"CM",2122.4669438,705.04667168,"high",0.9,-0.186600978324949,0.321065027211831,"high trophic"
"LH",3807.5722122,1177.11247342,"high",0.9,-0.5578010375634,-0.230087252145764,"high trophic"
"JSM",3971.095906,2868.87627,"high",0.9,-0.0867344963215805,0.72338405341351,"high trophic"
"SAP",23906.47026,1775.5932816,"high",0.8,0.00345848810789786,-0.00466355746153464,"low trophic"
"JFS",7569.8209378,427.7087583,"high",0.8,-0.132532264353282,-0.134569938420467,"low trophic"
"JA",10472.967098,818.43232124,"high",0.8,0.0418097447831367,0.043450649993646,"low trophic"
"SP",44213.76812,4878.192136,"high",0.8,0.0133379344412664,0.000676880004012854,"low trophic"
"PCM",4411.3761,569.3686842,"high",0.8,0.108256576956767,0.0714646428429942,"low trophic"
"BS",1623.5254002,228.10081264,"high",0.8,0.564107391338749,0.435086932168721,"middle trophic"
"SYC",33032.37686,6875.399436,"high",0.8,0.0334243191662734,0.0223024971402448,"middle trophic"
"WC",3738.746756,357.50558792,"high",0.8,-0.240773585567476,-0.254907481688709,"middle trophic"
"SC",2830.1694462,1007.0328155,"high",0.8,-0.239274514942034,0.215952750744124,"high trophic"
"CM",2464.77059,753.896152348,"high",0.8,-0.0554189819465312,0.412595621001011,"high trophic"
"LH",5650.675518,1661.4342886,"high",0.8,-0.343749057964223,0.0866926206284989,"high trophic"
"JSM",3782.718038,2438.9441486,"high",0.8,-0.130057300044591,0.465116323355217,"high trophic"
"SAP",27053.59246,2017.6036998,"high",0.7,0.13555688868135,0.130999148184307,"low trophic"
"JFS",8403.5993876,481.64879309,"high",0.7,-0.0369849707221544,-0.0254271473879557,"low trophic"
"JA",12362.932994,977.6452918,"high",0.7,0.229816149208546,0.246437351895335,"low trophic"
"SP",44748.0678,4930.39733,"high",0.7,0.0255835800201357,0.0113858740730247,"low trophic"
"PCM",3975.834974,538.13315802,"high",0.7,-0.00116309311504061,0.0126841675003943,"low trophic"
"BS",1567.2671064,239.15653078,"high",0.7,0.509908046415752,0.504643530607917,"middle trophic"
"SYC",33982.26166,7051.214034,"high",0.7,0.0631416494355064,0.048444353223253,"middle trophic"
"WC",3763.426158,367.17434626,"high",0.7,-0.235761945273645,-0.234756413442733,"middle trophic"
"SC",3323.1338246,1159.81742634,"high",0.7,-0.106769881207769,0.400434194608521,"high trophic"
"CM",2507.0175568,761.12582908,"high",0.7,-0.0392285571372125,0.426142061928012,"high trophic"
"LH",4475.965777,1330.2496085,"high",0.7,-0.480175998724521,-0.129925003312045,"high trophic"
"JSM",3699.8468606,2358.9708572,"high",0.7,-0.1491158645719,0.417074971227559,"high trophic"
"SAP",29524.47444,2246.517215,"high",0.6,0.239270547325989,0.259320181063429,"low trophic"
"JFS",8621.871008,475.40049802,"high",0.6,-0.0119720160089407,-0.0380700084055557,"low trophic"
"JA",10167.9007288,810.23059328,"high",0.6,0.0114629373059258,0.0329939535157176,"low trophic"
"SP",0,0,"high",0.6,-1,-1,"low trophic"
"PCM",4401.670556,592.36533392,"high",0.6,0.105818282708642,0.114740814790256,"low trophic"
"BS",982.48431854,141.735575634,"high",0.6,-0.0534727794751335,-0.108276423649638,"middle trophic"
"SYC",37733.26568,7823.494862,"high",0.6,0.180492537989109,0.163274717088957,"middle trophic"
"WC",6479.43585,617.9774592,"high",0.6,0.315777496843397,0.287952963235857,"middle trophic"
"SC",3090.0204408,1035.3155118,"high",0.6,-0.169428776844871,0.250103000701342,"high trophic"
"CM",2558.308172,727.4109267,"high",0.6,-0.0195723093230073,0.362969537017074,"high trophic"
"LH",3530.7786478,998.35232652,"high",0.6,-0.58994693530754,-0.347008718033161,"high trophic"
"JSM",4478.87801,2647.511158,"high",0.6,0.0300443198907842,0.590406166569022,"high trophic"
"SAP",26230.22918,1920.439573,"high",0.5,0.100996752319657,0.0765322850160019,"low trophic"
"JFS",6516.0316456,367.154243984,"high",0.5,-0.253291819785932,-0.257096531660479,"low trophic"
"JA",10884.2564908,866.6094087,"high",0.5,0.0827232025774238,0.104873460310782,"low trophic"
"SP",42044.68936,4626.724,"high",0.5,-0.0363753083733527,-0.0509074657407699,"low trophic"
"PCM",4764.977862,602.4093106,"high",0.5,0.197090870264925,0.133642040278764,"low trophic"
"BS",1227.9559966,175.5132967,"high",0.5,0.183015091900747,0.104234726745783,"middle trophic"
"SYC",32418.9109,6686.892206,"high",0.5,0.0142319175800473,-0.00572662520411552,"middle trophic"
"WC",4619.10254,439.52788492,"high",0.5,-0.0619999459143996,-0.0839613429584738,"middle trophic"
"SC",3562.50334,1106.2307914,"high",0.5,-0.0424293905861746,0.335730428102101,"high trophic"
"CM",2240.5492868,597.6747261,"high",0.5,-0.14134794738665,0.119879307305604,"high trophic"
"LH",4825.3736,1230.72288,"high",0.5,-0.439596918883891,-0.195022348514534,"high trophic"
"JSM",3352.6879562,1975.278546,"high",0.5,-0.228954845847643,0.186584302301132,"high trophic"
"SAP",26162.32706,1962.4729152,"high",0.4,0.0981466051447089,0.100094729032263,"low trophic"
"JFS",9595.7923,553.17309194,"high",0.4,0.0996350226266261,0.119295814573865,"low trophic"
"JA",9359.8467532,748.13321784,"high",0.4,-0.0689191070768546,-0.0461763640342983,"low trophic"
"SP",44736.70242,5010.29352,"high",0.4,0.0253230962119681,0.0277751978028943,"low trophic"
"PCM",4533.574474,612.1678257,"high",0.4,0.138956102140965,0.152006070803187,"low trophic"
"BS",1251.5499562,186.0023622,"high",0.4,0.205745556479103,0.170226253279574,"middle trophic"
"SYC",36713.38604,7600.740888,"high",0.4,0.148585405569739,0.13015344959201,"middle trophic"
"WC",4279.9642936,400.84692696,"high",0.4,-0.130868668942509,-0.164577963651851,"middle trophic"
"SC",3430.2309356,1043.4950772,"high",0.4,-0.0779830883098489,0.259979506109046,"high trophic"
"CM",2429.2208392,651.90291904,"high",0.4,-0.0690428136891078,0.22148813982619,"high trophic"
"LH",7182.311942,1605.1660658,"high",0.4,-0.165869821596026,0.0498893218689887,"high trophic"
"JSM",3665.5026038,1817.9967192,"high",0.4,-0.157014295062466,0.092102363489994,"high trophic"
"SAP",24380.24504,1803.6629942,"high",0.3,0.0233448753190585,0.0110713567059628,"low trophic"
"JFS",9205.17792312,505.891846984,"high",0.3,0.0548723562693389,0.0236264836570375,"low trophic"
"JA",9103.112358337,723.52150551909,"high",0.3,-0.0944580390611202,-0.077554776826942,"low trophic"
"SP",40567.4304,4682.1504326,"high",0.3,-0.0702326927767441,-0.0395376901973654,"low trophic"
"PCM",4313.13343,563.31903696,"high",0.3,0.083575370299893,0.0600801334746219,"low trophic"
"BS",1204.1031784,178.82215766,"high",0.3,0.160035242465509,0.12505229012533,"middle trophic"
"SYC",34613.42434,7179.644122,"high",0.3,0.0828876963405357,0.067540610959622,"middle trophic"
"WC",5727.83167,520.87050812,"high",0.3,0.163149414789396,0.085568258854902,"middle trophic"
"SC",3170.8609086,855.54451536,"high",0.3,-0.147699546405316,0.0330365513655305,"high trophic"
"CM",2780.7256948,665.25113002,"high",0.3,0.0656653882427343,0.24649904394053,"high trophic"
"LH",6332.672442,1340.1064114,"high",0.3,-0.264544169554897,-0.123477974351637,"high trophic"
"JSM",4215.85323,2137.9532882,"high",0.3,-0.0304456465750637,0.284305859529751,"high trophic"
"SAP",23175.77066,1703.2214906,"high",0.2,-0.0272121507569231,-0.04523269102413,"low trophic"
"JFS",9280.238926,515.48900778,"high",0.2,0.0634740126015967,0.0430454721567896,"low trophic"
"JA",11418.563012,893.7626976,"high",0.2,0.135873922452562,0.139492226232982,"low trophic"
"SP",41372.228434,4615.8985602,"high",0.2,-0.0517874796204593,-0.0531281177818799,"low trophic"
"PCM",3432.511821,459.85030562,"high",0.2,-0.137660513438177,-0.134632168671747,"low trophic"
"BS",1262.4753706,187.18722694,"high",0.2,0.216271121040257,0.177680781323913,"middle trophic"
"SYC",35314.18738,7325.476086,"high",0.2,0.104811204012363,0.0892243520059169,"middle trophic"
"WC",3551.8807562,338.32298652,"high",0.2,-0.278720419698411,-0.29488675269268,"middle trophic"
"SC",3568.983994,928.43215368,"high",0.2,-0.0406874458894491,0.121045524803444,"high trophic"
"CM",2849.9283802,647.13329504,"high",0.2,0.0921861294802245,0.212551166271892,"high trophic"
"LH",5986.085546,1294.9103346,"high",0.2,-0.30479563617561,-0.153039325936179,"high trophic"
"JSM",4474.328839,1929.5435677,"high",0.2,0.0289981097153116,0.159110502503752,"high trophic"
"SAP",23136.59388,1741.3596258,"high",0.1,-0.0288565705311594,-0.023853765901811,"low trophic"
"JFS",8322.530342,485.3293703,"high",0.1,-0.0462751219682036,-0.0179798316627435,"low trophic"
"JA",11439.350156,882.23760876,"high",0.1,0.137941746115404,0.124798449937451,"low trophic"
"SP",44188.23904,4935.847318,"high",0.1,0.0127528319653776,0.0125038450007487,"low trophic"
"PCM",4076.78629,532.0765002,"high",0.1,0.0241985984236702,0.00128646529440343,"low trophic"
"BS",1312.107235,193.94761484,"high",0.1,0.264086551549936,0.220213485260367,"middle trophic"
"SYC",37266.00198,7754.044464,"high",0.1,0.165874102473851,0.152948143925654,"middle trophic"
"WC",5335.473328,495.91422536,"high",0.1,0.0834732996068709,0.0335558143011737,"middle trophic"
"SC",3227.419176,804.78268728,"high",0.1,-0.132497164986185,-0.0282563713045514,"high trophic"
"CM",2508.5706188,516.616446384,"high",0.1,-0.0386333727857715,-0.0320017848263557,"high trophic"
"LH",5495.324634,1108.98819528,"high",0.1,-0.361791000674672,-0.274645228858019,"high trophic"
"JSM",4058.798046,1656.6413988,"high",0.1,-0.0665649156927778,-0.00482659403203523,"high trophic"
"SAP",25062.86584,1894.6491784,"high",0,0.0519974379294871,0.0620750780199856,"low trophic"
"JFS",8069.0657402,471.07043846,"high",0,-0.0753210354708741,-0.0468314930348356,"low trophic"
"JA",8831.21843908,684.207341128,"high",0,-0.121504981152948,-0.127677907748369,"low trophic"
"SP",46653.3517,5187.63125,"high",0,0.0692508930279328,0.0641529708417612,"low trophic"
"PCM",3581.512344,485.6190435,"high",0,-0.100227566021894,-0.0861393514598146,"low trophic"
"BS",1293.5505768,182.05050026,"high",0,0.246209032512913,0.145363275536572,"middle trophic"
